state,bill_id,title,status,summary,category,url,all_urls
Maryland,H 1128,Talent Innovation Program and Fund,Enacted,"Establishes the Talent Innovation Program in the Maryland Department of Labor to increase access to high-quality job training; establishes the Talent Innovation Fund as a special, non-lapsing fund; requires interest earnings of the Fund to be credited to the Fund; relates to the Talent Innovation Program and Talent Innovation Fund; includes cybersecurity, health care, biotechnology, manufacturing and AI.",Effect on Labor/Employment,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1128&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1128&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Vermont,H 114,Electronic Monitoring,Failed - Adjourned,Relates to restricting electronic monitoring of employees and employment-related automated decision systems.,Impact Assessment; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H114&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H114&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1141,2-1-1 and 3-1-1 Board and Systems,Failed - Adjourned,Requires the Department of Information Technology to evaluate the potential of AI in creating a statewide virtual 3-1-1 portal.,Government Use; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1141&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1141&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Colorado,H 1147,Candidate Election Deepfake Disclosures,Enacted,"Concerns the use of a deepfake in a communication related to a candidate for elective office, and, in connection therewith, requiring disclosure, providing for enforcement, and creating a private cause of action for candidates.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1147&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1147&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1174,Technology Advisory Commission,Failed - Adjourned,Establishes the Technology Advisory Commission to study and make recommendations on technology and science developments and use in the state; requires the governor to include in the annual budget bill an appropriation of specified amount for the commission; requires the commission to submit a report on its activities and recommendations to the governor and the General Assembly by Dec. 31 each year.,Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1174&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1174&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1255,Automated Employment Decision Tools Prohibition,Failed - Adjourned,"Prohibits, subject to a certain exception, an employer from using an automated employment decision tool to make certain employment decisions; requires an employer, under certain circumstances, to notify an applicant for employment of the employer's use of an automated employment decision tool within specified days after the use; provides certain penalties per violation for an employer that violates the notification requirement of the act.",Impact Assessment; Notification; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1255&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1255&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Mississippi,H 1267,Political Communications,Failed,"Creates a new section of law to provide that if any political communications were generated in whole or in part by synthetic media using AI algorithms, then such political communications shall have a clear and prominent disclaimer stating that the information contained in the political communication was generated using AI algorithms; provides that if any published campaign materials or published printed materials were generated in whole or in part by synthetic media using AI algorithms, then such published campaign materials or published printed materials shall have a clear and prominent disclaimer stating that the material was generated using AI algorithms; provides that if any newspaper either domiciled in the state, or outside of the state circulating inside the state of Mississippi, shall print any editorial or news story that was generated in whole or in part by synthetic media using AI algorithms, then such newspaper shall have a clear and prominent disclaimer stating that the editorial or news story was generated using AI algorithms; and for related purposes.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MS2024000H1267&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MS2024000H1267&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maine,"H 1270, Special Session",Data Privacy and Protection Act,Failed,"Enacts the Data Privacy and Protection Act; requires policies, practices and procedures for data privacy; prohibits retaliation for the exercise of a right relating to personal data and prohibits discriminatory practices in the collection, processing or transfer of personal data; relates to civil penalty.",Impact Assessment; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2023010H1270&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2023010H1270&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1271,Artificial Intelligence Governance Act of 2024,Failed - Adjourned,Requires each unit of state government to conduct certain inventories and assessments; requires the Department of Information Technology to conduct certain monitoring and adopt certain policies and procedures; prohibits a unit of state government from implementing or using a system that employs AI under certain circumstances; establishes the Governor's Artificial Intelligence Subcabinet of the Governor's Executive Council.,Government Use; Impact Assessment; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1271&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1271&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,H 1289,Verification of Reemployment Assistance,Failed - Adjourned,Provides requirements for reemployment assistance benefit conditions for non-Florida residents; removes requirements that certain skills assessments of claimants be voluntary; revises circumstances under which Department of Commerce disqualifies claimants from benefits; requires department to verify claimants identities before paying benefits and to weekly cross-check certain information; prohibits benefits from being paid for claims that have not been cross-checked; prohibits benefits from being paid for claims that have not been cross-checked.,Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1289&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1289&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1294,Artificial Intelligence Tools Sales and Use Tax,Failed - Adjourned,Prohibits the secretary of commerce from issuing a tax credit certificate for the purchase of certain cybersecurity technologies or services for a taxable year beginning after specified date; alters the definition of digital product under the state sales and use tax to include certain AI tools; allows a credit against the state income tax for costs paid or incurred by a qualified buyer for certain AI tools,Private Sector Use; Taxes,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1294&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1294&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1297,Artificial Intelligence Guidelines and Pilot Program,Failed - Adjourned,"Requires the state Department of Education, in consultation with the Department of Information Technology, to develop and update guidelines on AI for county boards of education and to develop a pilot program to support the Artificial Intelligence Subcabinet of the Governor's Executive Council; requires the pilot program to identify best uses of AI, reduce barriers to responsible use of AI and promote training in AI.",Education Use; Government Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1297&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1297&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,H 1304,Uniform 911 Surcharge and for Termination,Pending,"Relates to 911 emergency communication services; provides for a Legislative Budget and Finance Committee study; provides for termination; provides that the committee shall study and make recommendations with respect to, among other things, determining any efficiencies that can be gained in the current 911 system or potential efficiencies that can be gained with a different 911 system.",Government Use; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1304&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1304&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,H 1361,Education,Enacted,"Provides for the award of grants to school districts to implement AI in support of students and teachers; provides requirements for the use of such AI; revises provisions relating to New Worlds Scholarship Accounts, New Worlds Reading Initiative, and coordinated screening and progress monitoring systems.",Education Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1361&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1361&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Georgia,H 1361,Obscene Material,Failed - Adjourned,Prohibits the distribution of computer-generated obscene material depicting a child; provides for the offenses of doxing and aggravated doxing; provides for penalties; provides for construction; provides for definitions; provides for related matters; provides for an effective date and applicability; repeal conflicting laws.,Child Pornography; Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H1361&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H1361&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Hampshire,H 1368,Termination of a Tenancy,Failed,Prohibits evictions based upon certain vertical price fixing programs used by landlords.,Housing; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1368&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1368&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,H 1380,Administration of Assistance Programs,Pending,"Amends the act known as the Human Services Code, in public assistance; provides for administration of assistance programs.",Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1380&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1380&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1390,Public School Construction Funding and Administration,Enacted,"Establishes the state share for certain school construction projects that meet certain criteria; repeals the provision of law that established the intent of the General Assembly that a new Workgroup on the Assessment and Funding of School Facilities be formed on or before a certain date; repeals certain requirements for the Prince George's County Board of Education relating to a certain public-private partnership agreement; requires the Interagency Commission on School Construction, on or before Dec. 15, 2024, to report to the General Assembly on the eligibility for school construction funding for AI weapon detection systems.",Education Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1390&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1390&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Hampshire,H 1432,Deepfakes,Enacted,Prohibits certain uses of deepfakes and creates a private claim of action; establishes the crime of fraudulent use of deepfakes and sets penalties therefor; establishes a cause of action for fraudulent use of deepfakes; prohibits registration of lobbyists who have been found to have fraudulently used deepfakes in certain cases.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1432&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1432&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,H 1459,Artificial Intelligence Transparency,Failed,"Creates Government Technology Modernization Council within Department of Management Services; requires entities and persons to create safety and transparency standards for content, images, and videos generated by ai; requires disclosures for certain communications, interactions, images, likenesses, and content; prohibits use of natural persons image or likeness without consent; provides certain political ads are subject to specified requirements.",Child Pornography; Criminal Use; Elections; Government Use; Notification; Oversight/Governance; Private Sector Use; Provenance; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1459&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1459&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,H 1461,Public Records and Investigations,Failed - Adjourned,Provides exemption from public records requirements for information relating to investigations by Department of Legal Affairs and law enforcement agencies of certain AI transparency violations; provides for future legislative review and repeal of exemption; provides statement of public necessity.,Oversight/Governance,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1461&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1461&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Colorado,H 1468,Artificial Intelligence Impact Task Force,Enacted,Concerns the creation of the Artificial Intelligence Impact Task Force; modifies definitions; provides membership duties; provides compensation; provides staff support.,Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1468&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1468&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 1487,Entertainment Industry Council,Enacted,"Reestablishes the State Entertainment Council to be the state Entertainment Industry Council within the Department of Commerce to study and make recommendations regarding Maryland's film, television, and entertainment industry.",Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1487&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H1487&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,H 1501,Health Care Innovation,Failed,"Creates Health Care Innovation Council within the state Department for specified purpose; requires council to submit annual reports to governor and Legislature; requires department to administer revolving loan program for applicants seeking to implement certain health care innovations in this state; authorizes department to contract with third party to administer program, including loan servicing, and manage revolving loan fund.",Health Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1501&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H1501&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Virginia,H 1525,AI-Generated Image,Failed,"Relates to unauthorized creation of image of another; relates to AI-generated image; relates to penalties; creates a Class 1 misdemeanor for any person who knowingly and intentionally creates any videographic or still image using AI of any nonconsenting person if that person is totally nude, performing sexual acts, clad in undergarments, or in a state of undress so as to expose the genitals, pubic area, buttocks, or female breast and such.",Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H1525&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H1525&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Hampshire,H 1599,Use of Artificial Intelligence for Personal Defense,Failed,"Affirms that, under the Second Amendment to the U.S. Constitution, a person may use autonomous AI for defense purposes, subject to specified limitations.",,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1599&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1599&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Hawaii,H 1607,Algorithmic Decision Making,Failed - Adjourned,Prohibits users of algorithmic decision making from utilizing algorithmic eligibility determinations in a discriminatory manner; requires users of algorithmic decision making to send corresponding notices to individual's whose personal information is used; requires users of algorithmic decision making to submit annual reports to the Department of the Attorney General; provides for appropriate means of civil enforcement.,Audit; Notification; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000H1607&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000H1607&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Washington,H 1616,Charter of Peoples Personal Data Rights,Failed - Adjourned,Creates a charter of people's personal data rights.,Government Use; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1616&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1616&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Tennessee,H 1630,Education Rules and Policies,Failed - Adjourned,"Relates to education; requires the governing board of each public institution of higher education to promulgate rules and requires each local board of education and governing body of a public charter school to adopt a policy, regarding the use of AI technology by students, teachers, faculty and staff for instructional and assignment purposes.",Education Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000H1630&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000H1630&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,H 1663,Health Insurers,Pending,Provides for disclosure by health insurers of the use of AI-based algorithms in the utilization review process.,Health Use; Notification,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1663&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1663&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Alabama,H 168,Age of a Child for Offenses,Enacted,Relates to child sexual abuse material; provides for the age of a child for offenses involving child sexual abuse material; provides a cause of action for certain offenses involving child sexual abuse material.,Child Pornography; Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000H168&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000H168&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Hampshire,H 1688,Artificial Intelligence,Enacted,"Relates to the use of AI by state agencies; prohibits state agencies from using AI to manipulate, discriminate against or surveil members of the public.",Government Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1688&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2023000H1688&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Alabama,H 172,Distribution of Materially Deceptive Media,Enacted,Relates to elections; provides that the distribution of materially deceptive media to influence an upcoming election is a crime; authorizes certain parties to seek permanent injunctive relief against anyone who distributes materially deceptive media to influence an upcoming election; provides definitions.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000H172&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000H172&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,H 1729,Automated Employment Decision Tool,Pending,Amends the act known as the Pennsylvania Human Relations Act; provides for definitions; provides for use of automated employment decision tool; provides for civil penalties.,Audit; Notification; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1729&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1729&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Hawaii,H 1734,Campaign Advertisements,Failed - Adjourned,"Requires any campaign advertisement that contains any image, video footage, or audio recording that is created with the use of generative AI to include a disclosure statement regarding the use of that technology; subjects violators to administrative fines.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000H1734&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000H1734&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Minnesota,H 1814,Human Services,Failed - Adjourned,Relates to health; modifies provisions governing medical debt; establishes requirements for billing and payment for miscoded health treatments and services; prohibits certain practices related to collecting medical debt through an AI chat bot; and provides for enforcement.,Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MN2023000H1814&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MN2023000H1814&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Missouri,H 1814,Task Forces,Failed - Adjourned,Modifies provisions relating to task forces. Creates the Missouri State Technology Task Force.,Government Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MO2024000H1814&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MO2024000H1814&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Mexico,H 182,Campaign Reporting Act,Enacted,"Provides that if a person creates, produces or purchases an advertisement that contains materially deceptive media, which includes but is not limited to AI, the advertisement shall include a disclaimer; creates the crime of distributing or entering into an agreement with another person to distribute materially deceptive media to, among other things, mislead electors; provides for civil and criminal penalties.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2024000H182&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2024000H182&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Mexico,H 184,Use of Artificial Intelligence Transparency,Failed - Adjourned,Relates to use of AI transparency.,Government Use; Impact Assessment,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2024000H184&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2024000H184&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Massachusetts,H 1873,Preventing Dystopian Work Environments,Pending,Relates to preventing dystopian work environments.,Effect on Labor/Employment; Impact Assessment; Notification; Private Sector Use;,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MA2023000H1873&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MA2023000H1873&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Hawaii,H 1924,Wildfire Forecast System,Failed - Adjourned,Provides that the Legislature finds that an early detection system for wildfire will improve public safety by allowing government agencies and emergency management personnel to issue timely warnings and enhance the preparedness of first responders; requires the University of Hawaii to develop a wildfire forecast system for the state; appropriates funds.,Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000H1924&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000H1924&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Washington,H 1934,Artificial Intelligence Task Force,Failed - Adjourned,Establishes an Artificial Intelligence Task Force.,Government Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1934&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1934&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
